id,title,body,labels,milestone
E2-F4-I3,E2-F4-I3: Implement auto-assignment rules engine,"### Summary
Deliver Implement auto-assignment rules engine for Teams & team assignments to meet the documented requirements.

### Scope
- [ ] Rules assign incoming tickets to teams based on department, category, or channel
- [ ] Admin UI allows enabling/disabling rules per tenant with priority ordering
- [ ] Tests verify deterministic assignment results for sample scenarios
- [ ] Dependencies: E2-F4-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Backend,priority:P1,area:Contacts",Week 4
E2-F5-I1,E2-F5-I1: Create watcher relationship model,"### Summary
Deliver Create watcher relationship model for Watchers/observers on tickets to meet the documented requirements.

### Scope
- [ ] Watcher pivot table links users/contacts to tickets with notification preferences
- [ ] APIs to add/remove watchers respect RBAC and tenant boundaries
- [ ] Migration ensures historical watchers preserved during schema changes
- [ ] Dependencies: E2-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Backend,priority:P1,area:Contacts",Week 2
E2-F5-I2,E2-F5-I2: Manage watcher notification preferences,"### Summary
Deliver Manage watcher notification preferences for Watchers/observers on tickets to meet the documented requirements.

### Scope
- [ ] User settings page toggles email, portal, and real-time alerts per ticket
- [ ] Preference changes persist and display confirmation state
- [ ] Tests ensure internal notes respect watcher opt-in rules
- [ ] Dependencies: E2-F5-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Frontend,priority:P1,area:Contacts",Week 3
E2-F5-I3,E2-F5-I3: Display watchers in ticket detail views,"### Summary
Deliver Display watchers in ticket detail views for Watchers/observers on tickets to meet the documented requirements.

### Scope
- [ ] Agent and portal ticket views show watcher list with avatars and roles
- [ ] UI permits quick add/remove for users with permissions
- [ ] Visibility limited to authorized viewers per RBAC rules
- [ ] Dependencies: E2-F5-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Frontend,priority:P2,area:Contacts",Week 4
E2-F6-I1,E2-F6-I1: Select audit logging framework,"### Summary
Deliver Select audit logging framework for Activity/audit logs per organization to meet the documented requirements.

### Scope
- [ ] Decision document compares Laravel Auditing vs. custom implementation with pros/cons
- [ ] Chosen approach includes retention policy and storage sizing estimates
- [ ] Security review signs off on log data elements
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Design,priority:P1,area:Contacts",Week 2
E2-F6-I2,E2-F6-I2: Implement ticket and contact audit writers,"### Summary
Deliver Implement ticket and contact audit writers for Activity/audit logs per organization to meet the documented requirements.

### Scope
- [ ] Create/update/delete actions for tickets and contacts emit audit entries with actor, tenant, and diff
- [ ] Sensitive field changes masked according to compliance policy
- [ ] Unit tests cover logging for representative models
- [ ] Dependencies: E2-F6-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Backend,priority:P0,area:Contacts",Week 3
E2-F6-I3,E2-F6-I3: Build audit log viewer per organization,"### Summary
Deliver Build audit log viewer per organization for Activity/audit logs per organization to meet the documented requirements.

### Scope
- [ ] Admin portal page lists audit events with filters by actor, object, and date range
- [ ] Export button provides CSV of filtered results respecting permissions
- [ ] Pagination and search meet performance thresholds on seeded dataset
- [ ] Dependencies: E2-F6-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Frontend,priority:P1,area:Contacts",Week 4
E2-F7-I1,E2-F7-I1: Document GDPR anonymization policy,"### Summary
Deliver Document GDPR anonymization policy for GDPR compliance – anonymize/delete contact & ticket data to meet the documented requirements.

### Scope
- [ ] Policy defines fields to anonymize vs. delete for contacts and tickets
- [ ] Legal/compliance stakeholders approve documented retention timelines
- [ ] Procedures for handling subject access requests outlined and stored centrally
- [ ] Dependencies: E2-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Design,priority:P0,area:Compliance",Week 2
E2-F7-I2,E2-F7-I2: Implement contact anonymization job,"### Summary
Deliver Implement contact anonymization job for GDPR compliance – anonymize/delete contact & ticket data to meet the documented requirements.

### Scope
- [ ] Queue job scrubs personal identifiers, replaces with pseudonyms, and updates linked tickets
- [ ] Job records audit entry with reason and requester details
- [ ] Tests confirm anonymization respects tenant boundaries and retains metrics
- [ ] Dependencies: E2-F7-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Backend,priority:P0,area:Compliance",Week 3
E2-F7-I3,E2-F7-I3: Build ticket deletion and redaction workflow,"### Summary
Deliver Build ticket deletion and redaction workflow for GDPR compliance – anonymize/delete contact & ticket data to meet the documented requirements.

### Scope
- [ ] Workflow queues purge of ticket content while preserving statistical aggregates
- [ ] Approval step required before final deletion with reversible hold period
- [ ] Integration tests simulate request lifecycle from initiation to completion
- [ ] Dependencies: E2-F7-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Backend,priority:P0,area:Compliance",Week 3
E2-F7-I4,E2-F7-I4: Log and report GDPR actions,"### Summary
Deliver Log and report GDPR actions for GDPR compliance – anonymize/delete contact & ticket data to meet the documented requirements.

### Scope
- [ ] GDPR operations recorded in dedicated log with actor, timestamp, and scope
- [ ] Monthly export command generates compliance report CSV per tenant
- [ ] Alerts raised on failed anonymization/deletion attempts via monitoring channel
- [ ] Dependencies: E2-F7-I3, E2-F6-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E2,type:Backend,priority:P1,area:Compliance",Week 4
E3-F1-I1,E3-F1-I1: Design hierarchical knowledge base schema,"### Summary
Deliver Design hierarchical knowledge base schema for Category → Article hierarchy to meet the documented requirements.

### Scope
- [ ] ERD documents category tree, article relations, and tenant scoping fields
- [ ] Review sign-off recorded from product and backend leads
- [ ] Versioned design artifact stored in shared repository
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Design,priority:P0,area:KnowledgeBase",Week 1
E3-F1-I2,E3-F1-I2: Implement category and article migrations,"### Summary
Deliver Implement category and article migrations for Category → Article hierarchy to meet the documented requirements.

### Scope
- [ ] Migrations create categories, articles, and pivot tables with nested set or adjacency metadata
- [ ] Seeder provisions sample hierarchy per tenant for QA
- [ ] Automated tests cover parent/child integrity and cascading deletes
- [ ] Dependencies: E3-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Backend,priority:P0,area:KnowledgeBase",Week 1
E3-F1-I3,E3-F1-I3: Build admin tree management UI,"### Summary
Deliver Build admin tree management UI for Category → Article hierarchy to meet the documented requirements.

### Scope
- [ ] Filament UI lists categories with drag-and-drop reordering and depth indicators
- [ ] Create/edit forms validate unique names per level and slug placeholders
- [ ] Permission checks ensure only authorized roles modify hierarchy
- [ ] Dependencies: E3-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Frontend,priority:P1,area:KnowledgeBase",Week 2
E3-F2-I1,E3-F2-I1: Evaluate and select WYSIWYG component,"### Summary
Deliver Evaluate and select WYSIWYG component for WYSIWYG editor for KB articles to meet the documented requirements.

### Scope
- [ ] Comparison matrix covers Tiptap, CKEditor, and Quill with accessibility and licensing notes
- [ ] Decision recorded with required plugins/extensions list
- [ ] Security review confirms HTML sanitization strategy
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Design,priority:P1,area:KnowledgeBase",Week 1
E3-F2-I2,E3-F2-I2: Integrate editor into article authoring UI,"### Summary
Deliver Integrate editor into article authoring UI for WYSIWYG editor for KB articles to meet the documented requirements.

### Scope
- [ ] Admin article form renders rich text editor with image/file upload controls
- [ ] Draft autosave implemented using existing Filament patterns
- [ ] Cypress/UI tests validate formatting toolbar behaviors
- [ ] Dependencies: E3-F2-I1, E3-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Frontend,priority:P0,area:KnowledgeBase",Week 2
E3-F2-I3,E3-F2-I3: Harden article content sanitization pipeline,"### Summary
Deliver Harden article content sanitization pipeline for WYSIWYG editor for KB articles to meet the documented requirements.

### Scope
- [ ] Backend sanitizes submitted HTML against configured allowlist before persistence
- [ ] Stored content passes security regression suite for XSS injection attempts
- [ ] Sanitization failures emit audit log entries with redacted payload excerpts
- [ ] Dependencies: E3-F2-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Backend,priority:P0,area:KnowledgeBase",Week 2
E3-F3-I1,E3-F3-I1: Define slug generation and routing strategy,"### Summary
Deliver Define slug generation and routing strategy for SEO-friendly slugs to meet the documented requirements.

### Scope
- [ ] Specification covers slug format, uniqueness per locale, and redirect handling
- [ ] Route blueprint includes tenant-aware prefixes and cache keys
- [ ] Approval captured from marketing stakeholder
- [ ] Dependencies: E3-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Design,priority:P1,area:KnowledgeBase",Week 1
E3-F3-I2,E3-F3-I2: Implement slug generation services,"### Summary
Deliver Implement slug generation services for SEO-friendly slugs to meet the documented requirements.

### Scope
- [ ] Slugs auto-generate on create/update with manual override capability
- [ ] Slug history table maintains redirects for changed titles
- [ ] Unit tests cover collision resolution and locale-specific characters
- [ ] Dependencies: E3-F3-I1, E3-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Backend,priority:P1,area:KnowledgeBase",Week 2
E3-F3-I3,E3-F3-I3: Expose SEO metadata controls,"### Summary
Deliver Expose SEO metadata controls for SEO-friendly slugs to meet the documented requirements.

### Scope
- [ ] Admin UI captures meta title, description, and canonical URL per article
- [ ] Portal head tags render stored metadata with default fallbacks
- [ ] Preview panel shows SERP-style snippet for editors
- [ ] Dependencies: E3-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Frontend,priority:P2,area:KnowledgeBase",Week 3
E3-F4-I1,E3-F4-I1: Model feedback vote storage,"### Summary
Deliver Model feedback vote storage for Feedback voting (“Was this helpful?”) to meet the documented requirements.

### Scope
- [ ] Table stores tenant, article, user/contact, vote value, and timestamp
- [ ] Rate limiting prevents duplicate votes within configurable window
- [ ] Migration includes backfill script for legacy feedback if present
- [ ] Dependencies: E3-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Backend,priority:P1,area:KnowledgeBase",Week 2
E3-F4-I2,E3-F4-I2: Implement feedback API endpoints,"### Summary
Deliver Implement feedback API endpoints for Feedback voting (“Was this helpful?”) to meet the documented requirements.

### Scope
- [ ] Public endpoints accept vote submissions with CSRF protection and auth fallback
- [ ] Response payload returns updated helpfulness counts and status
- [ ] Feature tests cover anonymous vs. authenticated submissions
- [ ] Dependencies: E3-F4-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Backend,priority:P1,area:KnowledgeBase",Week 2
E3-F4-I3,E3-F4-I3: Add portal voting UI and analytics widget,"### Summary
Deliver Add portal voting UI and analytics widget for Feedback voting (“Was this helpful?”) to meet the documented requirements.

### Scope
- [ ] Article page shows “Helpful / Not Helpful” buttons with instant feedback states
- [ ] Admin dashboard widget visualizes vote trends per article
- [ ] Accessibility review confirms keyboard and screen reader support
- [ ] Dependencies: E3-F4-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Frontend,priority:P1,area:KnowledgeBase",Week 3
E3-F5-I1,E3-F5-I1: Decide localization model and fallback policy,"### Summary
Deliver Decide localization model and fallback policy for Multilingual articles to meet the documented requirements.

### Scope
- [ ] Document compares single-table JSON translations vs. per-locale tables
- [ ] Fallback resolution order agreed with product and localization teams
- [ ] Glossary of supported locales and locale codes published
- [ ] Dependencies: E3-F1-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Design,priority:P0,area:KnowledgeBase",Week 1
E3-F5-I2,E3-F5-I2: Implement multilingual storage layer,"### Summary
Deliver Implement multilingual storage layer for Multilingual articles to meet the documented requirements.

### Scope
- [ ] Schema persists article translations with language codes and status flags
- [ ] Repository returns localized content with fallback per policy
- [ ] Tests cover creation, update, and deletion of localized variants
- [ ] Dependencies: E3-F5-I1, E3-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Backend,priority:P0,area:KnowledgeBase",Week 2
E3-F5-I3,E3-F5-I3: Provide translation workflow UI,"### Summary
Deliver Provide translation workflow UI for Multilingual articles to meet the documented requirements.

### Scope
- [ ] Admin interface lists locales with status chips and translation progress
- [ ] Editors can duplicate base language into target locale for editing
- [ ] Notification sent to assigned translators when new locale requested
- [ ] Dependencies: E3-F5-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Frontend,priority:P1,area:KnowledgeBase",Week 3
E3-F6-I1,E3-F6-I1: Configure Meilisearch infrastructure,"### Summary
Deliver Configure Meilisearch infrastructure for Searchable knowledge base (Scout + Meilisearch) to meet the documented requirements.

### Scope
- [ ] Environment configuration templates include Meilisearch host, keys, and health checks
- [ ] Deployment runbook documents provisioning and backup strategy
- [ ] Monitoring alerts defined for index sync lag and uptime
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:DevOps,priority:P0,area:KnowledgeBase",Week 2
E3-F6-I2,E3-F6-I2: Implement Scout indexing pipeline,"### Summary
Deliver Implement Scout indexing pipeline for Searchable knowledge base (Scout + Meilisearch) to meet the documented requirements.

### Scope
- [ ] Articles indexed with locale, category, and tenant filters
- [ ] Queue worker handles incremental updates and deletions with retry policy
- [ ] Automated tests verify index documents for translated content
- [ ] Dependencies: E3-F6-I1, E3-F5-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Backend,priority:P0,area:KnowledgeBase",Week 3
E3-F6-I3,E3-F6-I3: Deliver portal search UI and autosuggest,"### Summary
Deliver Deliver portal search UI and autosuggest for Searchable knowledge base (Scout + Meilisearch) to meet the documented requirements.

### Scope
- [ ] Portal search bar provides instant results with highlighted snippets
- [ ] Filters support locale, category, and article type selections
- [ ] Analytics event logged for search queries and zero-result cases
- [ ] Dependencies: E3-F6-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E3,type:Frontend,priority:P1,area:KnowledgeBase",Week 3
E4-F1-I1,E4-F1-I1: Author automation DSL specification,"### Summary
Deliver Author automation DSL specification for Event-based automation rules (ticket.created, message.sent) to meet the documented requirements.

### Scope
- [ ] Specification defines triggers, conditions, and actions with JSON schema
- [ ] Sample rules documented for ticket.created and message.sent events
- [ ] Governance checklist covers performance limits and recursion prevention
- [ ] Dependencies: None

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Design,priority:P0,area:Automation",Week 1
E4-F1-I2,E4-F1-I2: Implement automation rule executor,"### Summary
Deliver Implement automation rule executor for Event-based automation rules (ticket.created, message.sent) to meet the documented requirements.

### Scope
- [ ] Engine processes queued events and evaluates rules with tenant isolation
- [ ] Actions support notifications, field updates, and macro invocation hooks
- [ ] Unit tests cover rule evaluation order and error handling
- [ ] Dependencies: E4-F1-I1, E1-F8-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Backend,priority:P0,area:Automation",Week 2
E4-F1-I3,E4-F1-I3: Build rule management UI,"### Summary
Deliver Build rule management UI for Event-based automation rules (ticket.created, message.sent) to meet the documented requirements.

### Scope
- [ ] Admin UI lists rules with enable/disable toggles and execution counters
- [ ] Rule editor provides trigger/condition/action pickers with validation
- [ ] Activity log entries generated on rule creation or change
- [ ] Dependencies: E4-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Frontend,priority:P1,area:Automation",Week 3
E4-F1-I4,E4-F1-I4: Instrument automation execution logging,"### Summary
Deliver Instrument automation execution logging for Event-based automation rules (ticket.created, message.sent) to meet the documented requirements.

### Scope
- [ ] Execution logs store rule ID, event payload snapshot, and outcome status
- [ ] Monitoring dashboard charts throughput and failures per tenant
- [ ] Alerting integrates with on-call channel for repeated failures
- [ ] Dependencies: E4-F1-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Backend,priority:P1,area:Automation",Week 3
E4-F2-I1,E4-F2-I1: Model macros and canned responses,"### Summary
Deliver Model macros and canned responses for Macros & canned responses to meet the documented requirements.

### Scope
- [ ] Schema stores macro name, content, visibility scope, and placeholder metadata
- [ ] Seeder loads sample macros per tenant with localization slots
- [ ] Repository exposes search and category filters for macros
- [ ] Dependencies: E1-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Backend,priority:P1,area:Automation",Week 1
E4-F2-I2,E4-F2-I2: Create admin management interface for macros,"### Summary
Deliver Create admin management interface for macros for Macros & canned responses to meet the documented requirements.

### Scope
- [ ] Admin pages support CRUD with preview of placeholder substitutions
- [ ] Role checks limit macro visibility editing to admins
- [ ] Form validation enforces unique names per tenant
- [ ] Dependencies: E4-F2-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Frontend,priority:P1,area:Automation",Week 2
E4-F2-I3,E4-F2-I3: Integrate macros into agent composer,"### Summary
Deliver Integrate macros into agent composer for Macros & canned responses to meet the documented requirements.

### Scope
- [ ] Agent reply UI exposes searchable macro picker with keyboard shortcuts
- [ ] Applying macro fills editor with merged content without overwriting attachments
- [ ] Analytics event tracks macro usage for reporting
- [ ] Dependencies: E4-F2-I2, E1-F5-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Frontend,priority:P0,area:Automation",Week 3
E4-F3-I1,E4-F3-I1: Document SLA policy configuration,"### Summary
Deliver Document SLA policy configuration for SLA definitions (first response, resolution times) to meet the documented requirements.

### Scope
- [ ] Policy blueprint defines metrics, calendars, and business hour handling
- [ ] Approval captured from support leadership on default targets
- [ ] Data contract specifies storage for thresholds and grace periods
- [ ] Dependencies: E1-F4-I1

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Design,priority:P0,area:Sla",Week 1
E4-F3-I2,E4-F3-I2: Implement SLA configuration models and timers,"### Summary
Deliver Implement SLA configuration models and timers for SLA definitions (first response, resolution times) to meet the documented requirements.

### Scope
- [ ] Models persist SLA policies per tenant with channel/priority overrides
- [ ] Timer service calculates first response/resolution deadlines on ticket events
- [ ] Test suite validates calculations across timezone and holiday scenarios
- [ ] Dependencies: E4-F3-I1, E1-F3-I2

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: None
","epic:E4,type:Backend,priority:P0,area:Sla",Week 2
